EXÉRESE E SUTURA DE LESÕES COM OU SEM ROTAÇÃO DE RETALHOS,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
EXPANSÃO TISSULAR,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISÃO E RETALHOS CUTÂNEOS",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E EMPREGO DE RETALHOS CUTÂNEOS OU",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,"
MUSCULARES CRUZADOS,,,,,,,,,,,MUCOSAS E ANEXOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E RETALHOS CUTÂNEOS",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHO FASCIOCUTÂNEO",,,,,,,,,,,"PELE E TECIDO CELULAR SUBCUTÂNEO,"
OU AXIAL,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MIOCUTÂNEOS",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MUSCULARES",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
"EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXÉRESE E ENXERTO CUTÂNEO",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
"INCISÃO E DRENAGEM DE ABSCESSO, HEMATOMA, FLEGMÃO E/OU PANARÍCIO",,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
"INFILTRAÇÃO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS",,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
MATRICECTOMIA,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORAL/OROFARINGE (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,51,PROCEDIMENTOS,MUCOSAS E ANEXOS
PLÁSTICA EM Z OU W,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,"
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
RECONSTRUÇÃO COM RETALHOS DE GÁLEA APONEURÓTICA,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
"RETALHO CUTÂNEO, MUSCULAR OU COMPOSTO (INCLUINDO CARTILAGEM OU OSSO)",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,"
RETIRADA DE CORPO ESTRANHO SUBCUTÂNEO,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
RETRAÇÃO CICATRICIAL DE ZONA DE FLEXÃO E EXTENSÃO DE MEMBROS SUPERIORES E INFERIORES,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,"
RETRAÇÃO DE APONEUROSE PALMAR (DUPUYTREN),,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
SUTURA DE FERIMENTOS COM OU SEM DESBRIDAMENTO,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,148,PROCEDIMENTOS,MUCOSAS E ANEXOS
TRANSECÇÃO DE RETALHO,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
TRANSFERÊNCIA INTERMEDIÁRIA DE RETALHO,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,"
TRATAMENTO CIRÚRGICO DA UNHA (ENXERTO),,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
"TRATAMENTO CIRÚRGICO DE HEMANGIOMAS, LINFANGIOMAS OU NEVUS",,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
TRATAMENTO CIRÚRGICO DE BRIDAS CONSTRICTIVAS,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
TRATAMENTO CIRÚRGICO DO ABSCESSO DE UNHA (DRENAGEM),,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
TRATAMENTO DA MIIASE FURUNCULÓIDE,,,,AMB,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS CUTÂNEOS,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS MIOCUTÂNEOS OU MUSCULARES,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
TRATAMENTO DE FÍSTULA CUTÂNEA,,,,,HCO,HSO,REF,,,PROCEDIMENTOS,MUCOSAS E ANEXOS
BIÓPSIA DE LÁBIO (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,83,LÁBIO,CABEÇA E PESCOÇO
EXCISÃO COM PLÁSTICA DE VERMELHÃO,,,,,HCO,HSO,REF,,,LÁBIO,CABEÇA E PESCOÇO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
EXCISÃO COM RECONSTRUÇÃO COM OU SEM RETALHOS,,,,,HCO,HSO,REF,,,LÁBIO,CABEÇA E PESCOÇO
EXCISÃO EM CUNHA,,,,AMB,HCO,HSO,REF,,,LÁBIO,CABEÇA E PESCOÇO
FRENOTOMIA/FRENULOTOMIA LABIAL,,,OD,AMB,HCO,HSO,REF,,,LÁBIO,CABEÇA E PESCOÇO
FRENULECTOMIA LABIAL,,,OD,AMB,HCO,HSO,REF,,,LÁBIO,CABEÇA E PESCOÇO
QUEILOPLASTIA PARA FISSURA LABIAL,,,,,HCO,HSO,REF,,,LÁBIO,CABEÇA E PESCOÇO
RECONSTRUÇÃO DE SULCO GENGIVO-LABIAL,,,,,HCO,HSO,REF,,,LÁBIO,CABEÇA E PESCOÇO
RECONSTRUÇÃO TOTAL DO LÁBIO,,,,,HCO,HSO,REF,,,LÁBIO,CABEÇA E PESCOÇO
TRATAMENTO CIRÚRGICO DE HIPERTROFIA DO LÁBIO,,,,,HCO,HSO,REF,,,LÁBIO,CABEÇA E PESCOÇO
ADEQUAÇÃO DO MEIO BUCAL (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,,,,,,78,BOCA,CABEÇA E PESCOÇO
AJUSTE OCLUSAL POR ACRÉSCIMO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
AJUSTE OCLUSAL POR DESGASTE SELETIVO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
ALONGAMENTO CIRÚRGICO DO PALATO MOLE,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
ALVEOLOPLASTIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
AMPUTAÇÃO RADICULAR COM OBTURAÇÃO RETRÓGRADA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
AMPUTAÇÃO RADICULAR SEM OBTURAÇÃO RETRÓGRADA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
APICETOMIA BIRRADICULARES COM OBTURAÇÃO RETRÓGRADA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
APICETOMIA BIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
APICETOMIA MULTIRRADICULARES COM OBTURAÇÃO RETRÓGRADA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
APICETOMIA MULTIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
APICETOMIA UNIRRADICULARES COM OBTURAÇÃO RETRÓGRADA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
APICETOMIA UNIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
APROFUNDAMENTO/AUMENTO DE VESTÍBULO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
AUMENTO DE COROA CLÍNICA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
BIÓPSIA DE BOCA (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,81,BOCA,CABEÇA E PESCOÇO
BRIDECTOMIA,,,OD,AMB,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
BRIDOTOMIA,,,OD,AMB,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
CAPEAMENTO PULPAR DIRETO - EXCLUINDO RESTAURAÇÃO FINAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
CIRURGIA PARA EXOSTOSE MAXILAR,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
CIRURGIA PARA TORUS MANDIBULAR,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
CIRURGIA PARA TORUS PALATINO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
CIRURGIA PERIODONTAL A RETALHO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
COLAGEM DE FRAGMENTOS DENTÁRIOS,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
COROA UNITÁRIA PROVISÓRIA COM OU SEM PINO/PROVISÓRIO PARA PREPARO DE RESTAUÇÃO METÁLICA,,,,,,,,,,,
FUNDIDA (RMF) - COM DIRETRIZ DE UTILIZAÇÃO,,,OD,,,,,,90,BOCA,CABEÇA E PESCOÇO
REEMBASAMENTO DE COROA PROVISÓRIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
CUNHA PROXIMAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
CONTROLE DE HEMORRAGIA COM APLICAÇÃO DE AGENTE HEMOSTÁTICO EM REGIÃO BUCO-MAXILO-FACIAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
CONTROLE DE HEMORRAGIA SEM APLICAÇÃO DE AGENTE HEMOSTÁTICO EM REGIÃO BUCO-MAXILO-FACIAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
"INCISÃO E DRENAGEM EXTRA-ORAL DE ABSCESSO, HEMATOMA E/OU FLEGMÃO DA REGIÃO BUCO-MAXILO-",,,OD,AMB,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
FACIAL,,,,,,,,,,,
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
"INCISÃO E DRENAGEM INTRA-ORAL DE ABSCESSO, HEMATOMA E/OU FLEGMÃO DA REGIÃO BUCO-MAXILO-",,,,,,,,,,,
FACIAL,,,OD,AMB,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
EXCISÃO DE LESÃO COM RECONSTRUÇÃO,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
EXCISÃO DE TUMOR DE BOCA COM MANDIBULECTOMIA OU MAXILECTOMIA,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
EXÉRESE DE LESÃO E ENXERTO CUTÂNEO OU MUCOSO,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
ENXERTO GENGIVAL LIVRE,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
ENXERTO PEDICULADO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
EXODONTIA A RETALHO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
EXODONTIA DE RAIZ RESIDUAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
EXODONTIA SIMPLES DE DECÍDUO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
EXODONTIA DE PERMANENTE POR INDICAÇÃO ORTODÔNTICA/PROTÉTICA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
EXODONTIA SIMPLES DE PERMANENTE,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
FACETA DIRETA EM RESINA FOTOPOLIMERIZÁVEL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
GENGIVECTOMIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
GENGIVOPLASTIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
"GLOSSECTOMIA SUBTOTAL OU TOTAL, COM OU SEM MANDIBULECTOMIA",,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
IMOBILIZAÇÃO DENTÁRIA EM DENTES DECÍDUOS,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
IMOBILIZAÇÃO DENTÁRIA EM DENTES PERMANENTES,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
NÚCLEO DE PREENCHIMENTO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
ODONTO-SECÇÃO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
OPERAÇÃO COMPOSTA COM ESVAZIAMENTO CERVICAL E RECONSTRUÇÃO À CUSTA DE RETALHOS,,,,,,,,,,,
OSTEOMIOCUTÂNEOS,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
PALATOPLASTIA COM RETALHO OU ENXERTO,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
PALATOPLASTIA PARCIAL OU TOTAL,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
PALATO-QUEILOPLASTIA,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
PLÁSTICA DO DUCTO PAROTÍDEO,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
PULPOTOMIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
PULPOTOMIA EM DENTE DECÍDUO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
COLETA DE RASPADO EM LESÕES OU SÍTIOS ESPECÍFICOS DA REGIÃO BUCO-MAXILO-FACIAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
PUNÇÃO ASPIRATIVA NA REGIÃO BUCO-MAXILO-FACIAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
RASPAGEM SUB-GENGIVAL E ALISAMENTO RADICULAR/CURETAGEM DE BOLSA PERIODONTAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
RASPAGEM SUPRA-GENGIVAL E POLIMENTO CORONÁRIO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
"REABILITAÇÃO COM COROA DE ACETATO, AÇO OU POLICARBONATO (COM DIRETRIZ DE UTILIZAÇÃO)",,,OD,,,,,,89,BOCA,CABEÇA E PESCOÇO
REABILITAÇÃO COM COROA TOTAL DE CERÔMERO UNITÁRIA - INCLUI A PEÇA PROTÉTICA (COM DIRETRIZ DE,,,,,,,,,,,
UTILIZAÇÃO),,,OD,,,,,,92,BOCA,CABEÇA E PESCOÇO
REABILITAÇÃO COM COROA TOTAL METÁLICA UNITÁRIA- INCLUI A PEÇA PROTÉTICA (COM DIRETRIZ DE,,,,,,,,,,,
UTILIZAÇÃO),,,OD,,,,,,93,BOCA,CABEÇA E PESCOÇO
REABILITAÇÃO COM NÚCLEO METÁLICO FUNDIDO/NÚCLEO PRÉ-FABRICADO - INCLUI A PEÇA PROTÉTICA,,,,,,,,,,,
(COM DIRETRIZ DE UTILIZAÇÃO),,,OD,,,,,,94,BOCA,CABEÇA E PESCOÇO
REABILITAÇÃO COM RESTAURAÇÃO METÁLICA FUNDIDA (RMF) UNITÁRIA - INCLUI A PEÇA PROTÉTICA (COM,,,,,,,,,,,
DIRETRIZ DE UTILIZAÇÃO),,,OD,,,,,,95,BOCA,CABEÇA E PESCOÇO
RECIMENTAÇÃO DE PEÇA/TRABALHO PROTÉTICO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
RECONSTRUÇÃO DE SULCO GENGIVO-LABIAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
REDUÇÃO CRUENTA DE FRATURA ALVÉOLO DENTÁRIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
REDUÇÃO INCRUENTA DE FRATURA ALVÉOLO DENTÁRIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
REIMPLANTE DE DENTE AVULSIONADO COM CONTENÇÃO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
REMOÇÃO DE CORPO ESTRANHO INTRACANAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
REMOÇÃO DE DENTES INCLUSOS / IMPACTADOS,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
REMOÇÃO DE DENTES SEMI-INCLUSOS / IMPACTADOS,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
REMOÇÃO DE DRENO EXTRA-ORAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
REMOÇÃO DE DRENO INTRA-ORAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
REMOÇÃO DOS FATORES DE RETENÇÃO DE BIOFILME DENTAL (PLACA BACTERIANA),,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
REMOÇÃO DE NÚCLEO INTRACANAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
REMOÇÃO DE PEÇA/TRABALHO PROTÉTICO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
RESTAURAÇÃO EM AMÁLGAMA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
RESTAURAÇÃO EM IONÔMERO DE VIDRO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
RESTAURAÇÃO EM RESINA FOTOPOLIMERIZÁVEL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
RESTAURAÇÃO TEMPORÁRIA / TRATAMENTO EXPECTANTE,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
RETRATAMENTO ENDODÔNTICO BIRRADICULAR EM DENTES PERMANENTES,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
RETRATAMENTO ENDODÔNTICO MULTIRRADICULAR EM DENTES PERMANENTES,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
RETRATAMENTO ENDODÔNTICO UNIRRADICULAR EM DENTES PERMANENTES,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO CIRÚRGICO DA MACROSTOMIA,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO CIRÚRGICO DA MICROSTOMIA,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
TRATAMENTO CIRÚRGICO DE FÍSTULA OROFACIAL,,,,,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO CIRÚRGICO DAS FÍSTULAS BUCO NASAL (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,98,BOCA,CABEÇA E PESCOÇO
TRATAMENTO CIRÚRGICO DAS FÍSTULAS BUCO SINUSAL (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,98,BOCA,CABEÇA E PESCOÇO
EXÉRESE DE LIPOMA NA REGIÃO BUCO-MAXILO-FACIAL,,,OD,AMB,HCO,HSO,REF,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO CIRÚRGICO DE HIPERPLASIAS DE TECIDOS MOLES NA REGIÃO BUCO-MAXILO-FACIAL (COM,,,,,,,,,,,
DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,99,BOCA,CABEÇA E PESCOÇO
TRATAMENTO CIRÚRGICO DOS TUMORES BENIGNOS DE TECIDOS MOLES NA REGIÃO BUCO-MAXILO-FACIAL,,,,,,,,,,,
(COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,99,BOCA,CABEÇA E PESCOÇO
TRATAMENTO DE ABSCESSO PERIODONTAL,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO DE ALVEOLITE,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO DE ODONTALGIA AGUDA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO DE PERFURAÇÃO (RADICULAR/CÂMARA PULPAR),,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO ENDODÔNTICO DE DENTE COM RIZOGÊNESE INCOMPLETA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO ENDODÔNTICO EM DENTE DECÍDUO,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO ENDODÔNTICO BIRRADICULAR EM DENTES PERMANENTES,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO ENDODÔNTICO MULTIRRADICULAR EM DENTES PERMANENTES,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO ENDODÔNTICO UNIRRADICULAR EM DENTES PERMANENTES,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
TRATAMENTO RESTAURADOR ATRAUMÁTICO (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,,,,,,100,BOCA,CABEÇA E PESCOÇO
TUNELIZAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,,,,,,101,BOCA,CABEÇA E PESCOÇO
ULECTOMIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
ULOTOMIA,,,OD,,,,,,,BOCA,CABEÇA E PESCOÇO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
BIÓPSIA DE LÍNGUA (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,84,LÍNGUA,CABEÇA E PESCOÇO
FRENOTOMIA/FRENULOTOMIA LINGUAL,,,OD,AMB,HCO,HSO,REF,,,LÍNGUA,CABEÇA E PESCOÇO
FRENULECTOMIA LINGUAL,,,OD,AMB,HCO,HSO,REF,,,LÍNGUA,CABEÇA E PESCOÇO
GLOSSECTOMIA COM MANDIBULECTOMIA E ESVAZIAMENTO CERVICAL E RECONSTRUÇÃO À CUSTA DE,,,,,HCO,HSO,REF,,,LÍNGUA,CABEÇA E PESCOÇO
RETALHOS OSTEOMIOCUTÂNEOS,,,,,,,,,,,
GLOSSECTOMIA COM PELVECTOMIA E ESVAZIAMENTO CERVICAL COM OU SEM RECONSTRUCAO À CUSTA DE,,,,,,,,,,,
RETALHOS DE PELE,,,,,HCO,HSO,REF,,,LÍNGUA,CABEÇA E PESCOÇO
TUMOR DE LÍNGUA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,LÍNGUA,CABEÇA E PESCOÇO
BIÓPSIA DE GLÂNDULA SALIVAR (COM DIRETRIZ DE UTILIZAÇÃO),,,OD,AMB,HCO,HSO,REF,,82,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
EXCISÃO COM OU SEM RECONSTRUÇÃO À CUSTA DE RETALHOS DE GLÂNDULAS SALIVARES,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
EXENTERAÇÃO + PAROTIDECTOMIA E ESVAZIAMENTO CERVICAL,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
EXÉRESE OU EXCISÃO DE CÁLCULO SALIVAR,,,OD,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
EXÉRESE OU EXCISÃO DE MUCOCELE,,,OD,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
EXÉRESE OU EXCISÃO DE RÂNULA,,,OD,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
EXÉRESE DE RÂNULA OU MUCOCELE,,,OD,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
PLASTIA DE DUCTO SALIVAR OU EXÉRESE DE CÁLCULO OU DE RÂNULA SALIVAR,,,OD,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
EXÉRESE DE TUMOR E ENXERTO LIVRE,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
"EXÉRESE INCLUINDO PELE, CARTILAGEM COM RECONSTRUÇÃO À CUSTA DE RETALHOS",,,,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
PAROTIDECTOMIA PARCIAL OU TOTAL COM OU SEM RECONSTRUÇÃO OU CONSERVAÇÃO DO NERVO FACIAL,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
PAROTIDECTOMIA TOTAL COM RESSECÇÃO DO RAMO ASCENDENTE DA MANDÍBULA,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
PLASTIA DE DUCTO SALIVAR,,,,AMB,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
RESSECÇÃO DE TUMOR DE GLÂNDULA SALIVAR COM OU SEM ESVAZIAMENTO CERVICAL,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO
ADENO-AMIGDALECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO
ADENOIDECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO
ADENOIDECTOMIA POR VIDEOENDOSCOPIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO
AMIGDALECTOMIA DAS PALATINAS,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO
AMIGDALECTOMIA LINGUAL,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO
